state,broad_type,commodity,source_year,feature_count,area_ha
SA,Vegetables and herbs,truffles,2022,1,1.7490799427
SA,Vegetables and herbs,vegetables,2016,2,5.957599878310001
Tas,Animals,abalone,2020,1,6.2920999527
Tas,Animals,alpacas,2011,1,3.92968010902
Tas,Animals,cattle,2010,2,40.46001148219
Tas,Animals,cattle,2011,3,70.5663022995
Tas,Animals,cattle,2013,1,16.6765003204
Tas,Animals,cattle,2015,3,75.4052009582
Tas,Animals,cattle,2016,4,105.84438085546999
Tas,Animals,cattle,2017,10,1170.26143384026
Tas,Animals,cattle,2018,12,578.4576597217
Tas,Animals,cattle,2019,2,35.1807003022
Tas,Animals,cattle,2022,5,343.86784791981
Tas,Animals,cattle dairy,2008,33,1155.37687158596
Tas,Animals,cattle dairy,2009,49,2313.97519803185
Tas,Animals,cattle dairy,2010,302,13816.970135150645
Tas,Animals,cattle dairy,2011,28,1724.450097263497
Tas,Animals,cattle dairy,2012,223,8191.577304361721
Tas,Animals,cattle dairy,2013,88,4329.815208136015
Tas,Animals,cattle dairy,2014,1,444.966003418
Tas,Animals,cattle dairy,2015,918,76627.76556801316
Tas,Animals,cattle dairy,2016,108,4091.548281751631
Tas,Animals,cattle dairy,2017,45,3434.880339980712
Tas,Animals,cattle dairy,2018,337,17256.394577961706
Tas,Animals,cattle dairy,2019,207,7586.508808583216
Tas,Animals,cattle dairy,2020,5,293.60560941696
Tas,Animals,cattle dairy,2021,3,306.54950332609997
Tas,Animals,cattle dairy,2022,2,145.4857025147
Tas,Animals,cattle meat,2010,5,405.37762069702
Tas,Animals,cattle meat,2015,4,551.8768005373
Tas,Animals,cattle meat,2016,1,30.9556007385
Tas,Animals,cattle meat,2017,13,219.735862612859
Tas,Animals,cattle meat,2018,11,4799.2720758963405
Tas,Animals,cattle meat,2019,2,102.2325029374
Tas,Animals,cattle meat,2020,1,152.113006592
Tas,Animals,cattle stud,2010,6,89.43939727545599
Tas,Animals,chickens,2010,10,87.86080932623
Tas,Animals,chickens,2012,4,52.50705003737
Tas,Animals,chickens,2014,4,9.8295699358
Tas,Animals,chickens,2019,4,7.028815031055
Tas,Animals,chickens eggs,2019,1,0.468291014433
Tas,Animals,chickens eggs,2021,1,2.00382995605
Tas,Animals,chickens meat,2017,3,4.991208016871
Tas,Animals,chickens meat,2018,7,23.950367242105
Tas,Animals,chickens meat,2019,2,3.43592000008
Tas,Animals,deer,2018,1,32.0374984741
Tas,Animals,finfish,2016,1,4.57610988617
Tas,Animals,finfish,2017,2,15.86837005612
Tas,Animals,finfish,2018,4,63.06498062615
Tas,Animals,finfish,2019,3,11.88921010494
Tas,Animals,goats dairy,2015,1,2.62567996979
Tas,Animals,goats dairy,2018,1,0.0640328004956
Tas,Animals,horses,2007,1,3.22211003304
Tas,Animals,horses,2008,4,213.71697592771002
Tas,Animals,horses,2009,1,10.1370000839
Tas,Animals,horses,2010,17,266.13624215125003
Tas,Animals,horses,2011,11,326.337676703903
Tas,Animals,horses,2012,37,1122.96367061145
Tas,Animals,horses,2013,2,21.65649938586
Tas,Animals,horses,2014,14,442.44143438329
Tas,Animals,horses,2015,2,5.4792599678
Tas,Animals,horses,2016,4,21.2057697773
Tas,Animals,horses,2017,1,38.5744018555
Tas,Animals,horses,2018,2,31.6319999695
Tas,Animals,horses,2019,2,2.12223005295
Tas,Animals,molluscs,2018,1,4.80139017105
Tas,Animals,pigs,2010,4,83.38479948049
Tas,Animals,pigs,2012,6,59.21041059503
Tas,Animals,pigs,2014,4,69.53376960743
Tas,Animals,pigs,2016,3,3.491419970987
Tas,Animals,pigs,2017,1,0.1513890028
Tas,Animals,pigs,2018,1,1.02617001534
Tas,Animals,pigs,2019,2,14.44427025315
Tas,Animals,sheep,2010,10,843.44218099131
Tas,Animals,sheep,2017,6,176.24694430843002
Tas,Animals,sheep,2018,1,33.4945983887
Tas,Animals,sheep,2019,2,263.8209991458
Tas,Animals,sheep,2020,2,619.1820030211
Tas,Animals,sheep dairy,2015,2,10.735189914700001
Tas,Animals,sheep dairy,2017,1,0.619297027588
Tas,Animals,sheep meat,2018,1,80.0675964355
Tas,Flowers and bulbs,flowers and foliage,2017,2,6.056016787889001
Tas,Flowers and bulbs,lavender,2016,2,31.96995019912
Tas,Flowers and bulbs,lavender,2017,2,21.130090236679997
Tas,Flowers and bulbs,lavender,2018,1,62.4523010254
Tas,Flowers and bulbs,roses,2021,1,1.41665005684
Tas,Flowers and bulbs,tulips,2018,2,74.883600235
Tas,Flowers and bulbs,turf,2012,1,166.639007568
Tas,Fruits,apples,2016,2,6.94261991978
Tas,Fruits,apples,2017,6,54.355041891344
Tas,Fruits,apples,2018,4,37.10784959797
Tas,Fruits,apples,2020,1,1.55450999737
Tas,Fruits,apples,2021,2,7.14461004734
Tas,Fruits,avocados,2023,6,24.93912005424
Tas,Fruits,blueberries,2017,2,3.1646510213659997
Tas,Fruits,blueberries,2018,33,40.5852509923168
Tas,Fruits,blueberries,2019,38,49.5908407820457
Tas,Fruits,blueberries,2020,38,104.42318272970829
Tas,Fruits,blueberries,2021,6,15.913934946053
Tas,Fruits,cherries,2017,1,0.815190970898
Tas,Fruits,cherries,2018,5,74.37358808522
Tas,Fruits,cherries,2019,1,2.97501993179
Tas,Fruits,cherries,2020,10,217.213902950263
Tas,Fruits,cherries,2021,6,164.873217627877
Tas,Fruits,grapes wine,2018,3,2.8280460238460003
Tas,Fruits,grapes wine,2020,86,415.6354725678292
Tas,Fruits,grapes wine,2021,425,2819.744456459641
Tas,Fruits,olives,2021,51,194.308628499483
Tas,Fruits,pears,2020,1,0.543457984924
Tas,Fruits,raspberries,2016,1,13.571100235
Tas,Fruits,raspberries,2018,2,67.211475372334
Tas,Fruits,raspberries,2020,1,7.34856987
Tas,Fruits,raspberries,2021,2,72.65974307062
Tas,Fruits,strawberries,2021,2,28.63720083232
Tas,Mines,bauxite,2020,1,13.2566995621
Tas,Mines,tungsten,2018,1,23.0137004852
Tas,Nuts,almonds,2020,1,3.8089299202
Tas,Nuts,hazelnuts,2016,2,2.7071599960299997
Tas,Nuts,walnuts,2007,1,9.47556018829
Tas,Nuts,walnuts,2015,1,3.19579005241
Tas,Nuts,walnuts,2019,1,27.1746006012
Tas,Nuts,walnuts,2020,6,506.84441637937
Tas,Other crops,azuki bean,2018,1,46.4025993347
Tas,Other crops,hops,2020,2,28.01694941524
Tas,Other crops,pyrethrum,2013,137,1291.54441750054
Tas,Other crops,pyrethrum,2018,3,33.438710212749996
Tas,Pasture,lucerne,2022,1,3.69072008133
Tas,Vegetables and herbs,capsicums,2021,1,5.43584012985
Tas,Vegetables and herbs,carrots,2010,3,18.203289985669997
Tas,Vegetables and herbs,garlic,2017,1,4.02533006668
Tas,Vegetables and herbs,garlic,2018,1,0.771336972713
Tas,Vegetables and herbs,herbs,2017,2,0.809833019972
Tas,Vegetables and herbs,herbs,2018,1,1.98651003838
Tas,Vegetables and herbs,potatoes,2009,2,15.68311977384
Tas,Vegetables and herbs,potatoes,2011,2,18.81815004351
Tas,Vegetables and herbs,potatoes,2017,1,4.79146003723
Tas,Vegetables and herbs,potatoes,2018,4,11.596239179369
Tas,Vegetables and herbs,swedes,2018,1,25.0323009491
Tas,Vegetables and herbs,tomatoes,2020,1,2.18998003006
Tas,Vegetables and herbs,truffles,2020,1,0.90831297636
Tas,Vegetables and herbs,truffles,2021,17,90.386050283877
Tas,Vegetables and herbs,truffles,2022,3,9.301149725910001
Tas,Vegetables and herbs,vegetable seeds,2017,1,3.92214989662
Tas,Vegetables and herbs,vegetable seeds,2021,1,2.30298995972
Tas,Vegetables and herbs,vegetables,2016,3,5.649968862525
Tas,Vegetables and herbs,vegetables,2017,5,64.885120511015
Tas,Vegetables and herbs,vegetables,2018,3,4.419935017826001
Vic,Animals,cattle dairy,2016,31784,1034542.6096840126
Vic,Animals,cattle dairy,2017,17026,489684.9034017904
Vic,Animals,cattle meat,2015,9840,301047.4350482452
Vic,Animals,cattle meat,2016,345,15802.359539340676
Vic,Animals,cattle meat,2017,1375,54239.80723543078
Vic,Animals,chickens,2015,2,24.46562099454
Vic,Animals,chickens,2016,9,392.89706434300604
Vic,Animals,chickens,2017,14,51.210833767837705
Vic,Animals,chickens eggs,2015,70,1141.7111448085277
Vic,Animals,chickens eggs,2016,2,1.900398969646
Vic,Animals,chickens meat,2015,454,12184.792327670639
Vic,Animals,chickens meat,2016,44,853.0264364220932
Vic,Animals,chickens meat,2017,18,135.808677792546
Vic,Animals,crustaceans,2016,3,8.272319078451
Vic,Animals,crustaceans,2017,5,4.205633789080757
Vic,Animals,finfish,2015,7,33.721623301522
Vic,Animals,horses,2015,1240,27689.81681965147
Vic,Animals,horses,2016,626,14978.25248819071
Vic,Animals,horses,2017,544,2493.377162919292
Vic,Animals,pigs,2015,252,7110.322352350966
Vic,Animals,pigs,2016,185,8218.236143591914
Vic,Animals,pigs,2017,145,1081.2397474458173
Vic,Animals,sheep,2015,5149,183658.22035506106
Vic,Animals,sheep,2016,280,20407.10517695805
Vic,Animals,sheep,2017,637,35771.24624142168
Vic,Animals,turkeys,2017,1,8.58323001862
Vic,Cereals,maize,2017,97,1084.1511598775649
Vic,Flowers and bulbs,flowers and foliage,2017,16,10.686545001550844
Vic,Flowers and bulbs,turf,2016,1,29.8381996155
Vic,Fruits,apples,2017,2032,2692.368053014102
Vic,Fruits,apricots,2017,632,515.8646040063774
Vic,Fruits,avocados,2022,5,12.78211796283
Vic,Fruits,avocados,2023,98,833.868126750094
Vic,Fruits,cherries,2017,198,413.19139058105213
Vic,Fruits,citrus,2022,54,396.022236526149
Vic,Fruits,citrus,2023,354,4872.640624286304
Vic,Fruits,dates,2017,20,9.20733348482044
Vic,Fruits,figs,2017,19,8.781971823686538
Vic,Fruits,grapes,2016,8292,73983.31134260134
Vic,Fruits,grapes,2017,275,956.7453947035432
Vic,Fruits,grapes dried,2017,3275,3423.709365162735
Vic,Fruits,grapes table,2017,6746,7954.383111511969
Vic,Fruits,grapes wine,2017,5401,10951.506732232876
Vic,Fruits,kiwifruit,2017,19,103.8060910183526
Vic,Fruits,mangoes,2020,4,12.58996975421
Vic,Fruits,mangoes,2021,2,5.42199003697
Vic,Fruits,nashi pears,2017,54,114.78921917690644
Vic,Fruits,nectarines,2017,783,748.8374247828316
Vic,Fruits,olives,2019,196,4900.418479144791
Vic,Fruits,olives,2020,373,5456.6290610430915
Vic,Fruits,olives,2021,165,1853.4288462998081
Vic,Fruits,olives,2022,2,15.46170973778
Vic,Fruits,peaches,2017,1583,1981.593073908068
Vic,Fruits,pears,2017,3348,3013.7074895125847
Vic,Fruits,persimmons,2017,43,65.10347225651007
Vic,Fruits,plumcots,2017,5,4.654612958427
Vic,Fruits,plums,2017,764,876.0582754862163
Vic,Fruits,pluots,2017,33,44.519188851139
Vic,Fruits,pomegranate,2017,25,143.56162488348266
Vic,Fruits,quinces,2017,5,13.2344824764627
Vic,Nuts,almonds,2017,2721,19464.23267128203
Vic,Nuts,pistachios,2017,99,266.7615858256429
Vic,Nuts,walnuts,2017,53,81.55861923013434
Vic,Oilseeds,canola,2017,19,201.16714633133228
Vic,Pasture,lucerne,2017,385,1309.035380804553
Vic,Vegetables and herbs,asparagus,2017,161,397.7517350397502
Vic,Vegetables and herbs,carrots,2017,227,2568.7664692449634
Vic,Vegetables and herbs,cucurbits,2017,306,656.5167040996879
Vic,Vegetables and herbs,mushrooms,2017,1,2.87616991997
Vic,Vegetables and herbs,potatoes,2017,33,946.9172352885162
Vic,Vegetables and herbs,tomatoes,2017,1,16.2117004395
Vic,Vegetables and herbs,truffles,2020,3,5.846860051149999
Vic,Vegetables and herbs,truffles,2021,22,58.497112274205996
Vic,Vegetables and herbs,truffles,2022,6,10.635927855973
Vic,Vegetables and herbs,truffles,2023,1,0.821424007416
Vic,Vegetables and herbs,vegetables,2017,692,1272.8443728119319
WA,Animals,algae,2017,1,634.963989258
WA,Animals,alpacas,2017,1,10.0627002716
WA,Animals,camels,2016,1,4.39611005783
WA,Animals,cattle dairy,2014,26,6.19779225206553
WA,Animals,cattle dairy,2015,1558,71937.57082533231
WA,Animals,cattle dairy,2016,310,206.8359849490356
WA,Animals,cattle dairy,2017,48,77.2313620597116
WA,Animals,chickens,2012,10,12.218657907527538
WA,Animals,chickens,2013,9,0.54250991670464
WA,Animals,chickens,2014,1,0.0936049968004
WA,Animals,chickens,2016,23,145.580906182589
WA,Animals,chickens,2017,96,426.7474712415094
WA,Animals,chickens eggs,2016,2,3.0603566318731
WA,Animals,chickens eggs,2017,6,5.929637998349
WA,Animals,chickens meat,2017,6,29.24063587183
WA,Animals,crocodiles,2016,2,5.8317000866
WA,Animals,crustaceans,2016,156,459.9431340917814
WA,Animals,crustaceans,2017,11,48.708351552428
WA,Animals,crustaceans,2018,83,261.6057122200468
WA,Animals,deer,2016,2,5.55770015717
WA,Animals,emus,2016,1,3.80422997475
WA,Animals,finfish,2017,2,0.739630678669
WA,Animals,goats,2016,1,13.7246999741
WA,Animals,horses,2014,14,51.89184483142028
WA,Animals,horses,2016,60,1086.6396102905
WA,Animals,horses,2017,192,3401.744517683826
WA,Animals,molluscs,2016,1,8.43562030792
WA,Animals,pigs,2012,9,8.20836084940773
WA,Animals,pigs,2013,38,40.74294012384882
WA,Animals,pigs,2016,67,617.8064229864998
WA,Animals,pigs,2017,60,927.4453461502836
WA,Animals,turkeys,2016,1,8.9765996933
WA,Cereals,rice,2016,4,2062.380453605408
WA,Cereals,wheat,2016,1,0.557618021965
WA,Flowers and bulbs,flowers and bulbs,2016,116,668.4578278557777
WA,Flowers and bulbs,flowers and bulbs,2017,133,196.481614453774
WA,Flowers and bulbs,turf,2014,19,6.380174892729624
WA,Flowers and bulbs,turf,2016,6,23.58820009232
WA,Flowers and bulbs,turf,2017,70,396.75999191405
WA,Forest,blue gum,2017,3,45.30141925809
WA,Forest,blue gum,2018,2,0.14957019686700002
WA,Forest,oil mallee,2016,57,3021.6920057541734
WA,Forest,sandalwood,2016,212,6200.975978519292
WA,Forest,sandalwood,2017,20,133.68045514821
WA,Fruits,apples,2016,53,162.757932335094
WA,Fruits,apples,2017,1,7.61708021164
WA,Fruits,apricots,2016,4,1.892608001828
WA,Fruits,apricots,2017,3,0.9520479887729
WA,Fruits,avocados,2020,56,254.45415925979898
WA,Fruits,avocados,2021,194,1468.2219960689729
WA,Fruits,avocados,2022,270,2817.799509943197
WA,Fruits,avocados,2023,19,321.93981277928003
WA,Fruits,babacos,2016,1,0.259606987238
WA,Fruits,bananas,2021,16,60.899650812154
WA,Fruits,bananas,2022,40,117.01353675126501
WA,Fruits,bananas,2023,20,88.467649817476
WA,Fruits,blueberries,2016,1,0.0888374969363
WA,Fruits,cherries,2016,9,28.239832043621
WA,Fruits,cherries,2017,5,7.52679497004
WA,Fruits,citrus,2020,18,50.578187286855
WA,Fruits,citrus,2021,104,369.595263898329
WA,Fruits,citrus,2022,93,722.43272370141
WA,Fruits,citrus,2023,20,514.36098897483
WA,Fruits,custard apples,2016,1,0.138905003667
WA,Fruits,dragon fruit,2016,2,0.0872996002435
WA,Fruits,figs,2016,3,0.1379292998463
WA,Fruits,figs,2017,2,3.5298901125838
WA,Fruits,grapes,2014,783,748.3418767483378
WA,Fruits,grapes,2016,2945,1221.660985471696
WA,Fruits,grapes,2017,46,23.1838456690358
WA,Fruits,grapes dried,2016,1,0.0258981995285
WA,Fruits,grapes table,2016,23,15.2555687129393
WA,Fruits,grapes table,2017,204,245.9142953753875
WA,Fruits,grapes wine,2016,2802,10521.49173324449
WA,Fruits,grapes wine,2017,1472,4480.956602457311
WA,Fruits,grapes wine,2018,4,3.6271240934708002
WA,Fruits,jujube,2016,1,1.11066997051
WA,Fruits,kiwifruit,2016,2,9.61135983467
WA,Fruits,lychees,2016,1,0.272386997938
WA,Fruits,mangoes,2019,1,2.82283997536
WA,Fruits,mangoes,2020,58,660.706371367345
WA,Fruits,mangoes,2021,28,137.015528619376
WA,Fruits,mangoes,2022,47,190.044621646449
WA,Fruits,melons,2016,5,38.00336956978
WA,Fruits,moringa,2016,2,0.9141386076810001
WA,Fruits,nectarines,2016,1,0.62674498558
WA,Fruits,nectarines,2017,5,1.2688647136095001
WA,Fruits,olives,2020,150,2001.237001120891
WA,Fruits,olives,2021,290,2901.412392018996
WA,Fruits,olives,2022,64,957.140795230957
WA,Fruits,passionfruit,2016,6,2.9693431630725
WA,Fruits,passionfruit,2017,5,5.550142213699
WA,Fruits,pawpaws,2016,24,5.2762375380853
WA,Fruits,pawpaws,2017,1,0.14703899622
WA,Fruits,pears,2016,9,17.3825117201038
WA,Fruits,persimmons,2016,3,1.9300972409568
WA,Fruits,persimmons,2017,15,7.9876256659575
WA,Fruits,plums,2016,6,4.916923969987
WA,Fruits,raspberries,2017,1,0.362015008926
WA,Fruits,strawberries,2016,5,19.395984172822
WA,Fruits,strawberries,2017,110,240.7299033999744
WA,Fruits,tamarillo,2016,7,6.232634976501
WA,Fruits,tamarillo,2017,1,32.5367012024
WA,Nuts,almonds,2016,34,779.54209613816
WA,Nuts,almonds,2017,39,811.86466765412
WA,Nuts,chestnuts,2016,2,7.6560599804
WA,Nuts,hazelnuts,2016,5,50.902073621741
WA,Nuts,macadamias,2020,11,33.993183434011
WA,Nuts,macadamias,2021,10,25.962724804867
WA,Nuts,macadamias,2022,15,39.744511902345
WA,Nuts,macadamias,2023,2,6.16050982476
WA,Nuts,pistachios,2016,9,25.708778023724
WA,Nuts,walnuts,2016,3,0.573911011219
WA,Nuts,walnuts,2018,3,10.21379971504
WA,Nuts,water chestnuts,2018,1,10.546500206
WA,Oilseeds,chia,2016,32,1212.02384948731
WA,Oilseeds,jojoba,2016,1,0.084533803165
WA,Oilseeds,safflower,2016,1,0.09745939821
WA,Other crops,cotton,2016,3,8.63797020913
WA,Other crops,cotton,2017,2,1.1862019896509999
WA,Other crops,sugar cane,2016,16,428.69087886816
WA,Other crops,tea,2017,1,4.16920995712
WA,Pasture,legumes,2016,8,36.31824922562
WA,Vegetables and herbs,asparagus,2016,12,7.2108271233703
WA,Vegetables and herbs,asparagus,2017,5,6.6776204928796
WA,Vegetables and herbs,broccoli,2017,2,6.43940997124
WA,Vegetables and herbs,capsicums,2016,8,5.221899032591
WA,Vegetables and herbs,carrots,2016,32,872.046588599814
WA,Vegetables and herbs,cauliflowers,2016,2,3.3821750283289997
WA,Vegetables and herbs,cauliflowers,2018,2,22.7407007217
WA,Vegetables and herbs,chillies,2016,7,1.8435991108417
WA,Vegetables and herbs,cucumbers,2017,1,1.60352003574
WA,Vegetables and herbs,eggplants,2016,1,0.436996012926
WA,Vegetables and herbs,garlic,2017,1,0.743764996529
WA,Vegetables and herbs,leeks,2017,5,6.0814159437990005
WA,Vegetables and herbs,lettuces,2016,3,5.9361897707
WA,Vegetables and herbs,lettuces,2017,1,11.3028001785
WA,Vegetables and herbs,mushrooms,2017,5,3.869051963084
WA,Vegetables and herbs,onions,2016,3,53.09896993634
WA,Vegetables and herbs,parsnips,2017,1,1.54207003117
WA,Vegetables and herbs,peas,2017,1,3.24534988403
WA,Vegetables and herbs,potatoes,2016,25,168.08659024602116
WA,Vegetables and herbs,potatoes,2017,143,1046.9861146120372
WA,Vegetables and herbs,potatoes,2018,18,151.21645033355
WA,Vegetables and herbs,pumpkins,2016,1,0.438529998064
WA,Vegetables and herbs,pumpkins,2017,2,2.80536997318
WA,Vegetables and herbs,rhubarb,2017,1,2.66255998611
WA,Vegetables and herbs,spring onions,2017,2,4.70516002179
WA,Vegetables and herbs,sweet corn,2016,2,2.32969999313
WA,Vegetables and herbs,sweet potatoes,2017,1,1.79918003082
WA,Vegetables and herbs,tomatoes,2016,275,560.1437334434854
WA,Vegetables and herbs,tomatoes,2017,21,18.3387970626232
WA,Vegetables and herbs,truffles,2020,6,15.344575226316
WA,Vegetables and herbs,truffles,2021,39,98.287059485914
WA,Vegetables and herbs,truffles,2022,43,279.744065463619
WA,Vegetables and herbs,vegetables and herbs,2016,995,6755.900753149914
WA,Vegetables and herbs,vegetables and herbs,2017,707,2858.3381702018323
WA,Vegetables and herbs,vegetables and herbs,2018,6,29.91163039207
WA,Vegetables and herbs,zucchini,2016,2,2.20106005669
WA,Vegetables and herbs,zucchini,2017,1,1.70361995697
