station_id,sa2_name,sa3_name,sa4_name
061392,Quirindi,Tamworth - Gunnedah,New England and North West
061399,Scone Region,Upper Hunter,Hunter Valley exc Newcastle
061402,Scone Region,Upper Hunter,Hunter Valley exc Newcastle
061418,Scone Region,Upper Hunter,Hunter Valley exc Newcastle
061419,Scone Region,Upper Hunter,Hunter Valley exc Newcastle
062003,Wellington,Dubbo,Far West and Orana
062009,Scone Region,Upper Hunter,Hunter Valley exc Newcastle
062013,Mudgee Region - West,Lithgow - Mudgee,Central West
062014,Mudgee Region - West,Lithgow - Mudgee,Central West
062028,Mudgee Region - West,Lithgow - Mudgee,Central West
062032,Mudgee Region - West,Lithgow - Mudgee,Central West
062036,Mudgee Region - West,Lithgow - Mudgee,Central West
062075,Mudgee Region - West,Lithgow - Mudgee,Central West
062084,Mudgee Region - West,Lithgow - Mudgee,Central West
062089,Mudgee Region - West,Lithgow - Mudgee,Central West
062099,Wellington,Dubbo,Far West and Orana
062104,Mudgee Region - West,Lithgow - Mudgee,Central West
062106,Orange Region,Orange,Central West
062108,Scone Region,Upper Hunter,Hunter Valley exc Newcastle
063005,Bathurst Region,Bathurst,Central West
063022,Cowra Region,Lachlan Valley,Central West
063035,Bathurst Region,Bathurst,Central West
063059,Bathurst Region,Bathurst,Central West
063061,Bathurst Region,Bathurst,Central West
063073,Bathurst Region,Bathurst,Central West
063076,Bathurst Region,Bathurst,Central West
063113,Blayney,Orange,Central West
063114,Orange Region,Orange,Central West
063117,Blayney,Orange,Central West
063128,Blayney,Orange,Central West
063190,Bathurst Region,Bathurst,Central West
063214,Bathurst Region,Bathurst,Central West
063234,Cowra Region,Lachlan Valley,Central West
063245,Blayney,Orange,Central West
063264,Blayney,Orange,Central West
063287,Bathurst Region,Bathurst,Central West
063291,Bathurst Region,Bathurst,Central West
063298,Bathurst Region,Bathurst,Central West
063303,Orange Region,Orange,Central West
063304,Bathurst Region,Bathurst,Central West
064004,Coonabarabran,Dubbo,Far West and Orana
064008,Coonabarabran,Dubbo,Far West and Orana
064009,Mudgee Region - West,Lithgow - Mudgee,Central West
064010,Dubbo Region,Dubbo,Far West and Orana
064015,Coonabarabran,Dubbo,Far West and Orana
064017,Coonabarabran,Dubbo,Far West and Orana
064024,Gilgandra,Dubbo,Far West and Orana
064025,Coonabarabran,Dubbo,Far West and Orana
064026,Mudgee Region - West,Lithgow - Mudgee,Central West
064027,Coonabarabran,Dubbo,Far West and Orana
064029,Mudgee Region - West,Lithgow - Mudgee,Central West
064050,Coonabarabran,Dubbo,Far West and Orana
064053,Gilgandra,Dubbo,Far West and Orana
064054,Coonabarabran,Dubbo,Far West and Orana
064055,Coonabarabran,Dubbo,Far West and Orana
065000,Wellington,Dubbo,Far West and Orana
065010,Orange Region,Orange,Central West
065013,Forbes,Lachlan Valley,Central West
065020,Orange Region,Orange,Central West
065022,Orange Region,Orange,Central West
065023,Orange Region,Orange,Central West
065030,Dubbo Region,Dubbo,Far West and Orana
065034,Wellington,Dubbo,Far West and Orana
065039,Forbes,Lachlan Valley,Central West
065041,Orange Region,Orange,Central West
065056,Orange Region,Orange,Central West
065068,Parkes (NSW),Lachlan Valley,Central West
065070,Dubbo Region,Dubbo,Far West and Orana
065072,Forbes,Lachlan Valley,Central West
065084,Forbes,Lachlan Valley,Central West
065096,Parkes Region,Lachlan Valley,Central West
065099,Wellington,Dubbo,Far West and Orana
065100,Parkes Region,Lachlan Valley,Central West
065103,Forbes,Lachlan Valley,Central West
065106,Dubbo Region,Dubbo,Far West and Orana
065110,Orange Region,Orange,Central West
065111,Cowra Region,Lachlan Valley,Central West
065112,Forbes,Lachlan Valley,Central West
065113,Forbes,Lachlan Valley,Central West
065114,Forbes,Lachlan Valley,Central West
070032,Yass Region,Young - Yass,Capital Region
070043,Yass Region,Young - Yass,Capital Region
070045,Yass Region,Young - Yass,Capital Region
070112,Yass Region,Young - Yass,Capital Region
070117,Yass Region,Young - Yass,Capital Region
070264,Young Region,Young - Yass,Capital Region
070295,Yass Region,Young - Yass,Capital Region
070296,Yass Region,Young - Yass,Capital Region
070297,Yass Region,Young - Yass,Capital Region
070344,Yass Region,Young - Yass,Capital Region
070349,Tumut Region,Tumut - Tumbarumba,Riverina
070358,Yass Region,Young - Yass,Capital Region
071073,Tumut Region,Tumut - Tumbarumba,Riverina
072000,Tumut Region,Tumut - Tumbarumba,Riverina
072008,Wagga Wagga Region,Wagga Wagga,Riverina
072012,Albury Region,Albury,Murray
072017,Albury Region,Albury,Murray
072042,Wagga Wagga Region,Wagga Wagga,Riverina
072050,Albury Region,Albury,Murray
072056,Tumut Region,Tumut - Tumbarumba,Riverina
072098,Tumut Region,Tumut - Tumbarumba,Riverina
072101,Albury Region,Albury,Murray
072141,Tumut Region,Tumut - Tumbarumba,Riverina
072142,Albury Region,Albury,Murray
072150,Wagga Wagga Region,Wagga Wagga,Riverina
072152,Tumut Region,Tumut - Tumbarumba,Riverina
072154,Tumut Region,Tumut - Tumbarumba,Riverina
072159,Tumut Region,Tumut - Tumbarumba,Riverina
072161,Tumut Region,Tumut - Tumbarumba,Riverina
072171,Albury Region,Albury,Murray
073000,West Wyalong,Lachlan Valley,Central West
073007,Yass Region,Young - Yass,Capital Region
073014,Grenfell,Lachlan Valley,Central West
073017,Grenfell,Lachlan Valley,Central West
073019,Junee,Wagga Wagga,Riverina
073022,Cootamundra,Wagga Wagga,Riverina
073025,Junee,Wagga Wagga,Riverina
073029,Young Region,Young - Yass,Capital Region
073032,Grenfell,Lachlan Valley,Central West
073036,Cootamundra,Wagga Wagga,Riverina
073037,Temora,Wagga Wagga,Riverina
073043,Cootamundra,Wagga Wagga,Riverina
073044,Junee,Wagga Wagga,Riverina
073050,Yass Region,Young - Yass,Capital Region
073051,Young Region,Young - Yass,Capital Region
073054,West Wyalong,Lachlan Valley,Central West
073097,Young Region,Young - Yass,Capital Region
073099,Junee,Wagga Wagga,Riverina
073100,Grenfell,Lachlan Valley,Central West
073109,Young Region,Young - Yass,Capital Region
073110,Grenfell,Lachlan Valley,Central West
073113,Young Region,Young - Yass,Capital Region
073115,Tumut Region,Tumut - Tumbarumba,Riverina
073129,Young Region,Young - Yass,Capital Region
073138,Young Region,Young - Yass,Capital Region
073140,Junee,Wagga Wagga,Riverina
073141,Gundagai,Wagga Wagga,Riverina
073142,Cootamundra,Wagga Wagga,Riverina
073145,West Wyalong,Lachlan Valley,Central West
073149,Grenfell,Lachlan Valley,Central West
073150,Cootamundra,Wagga Wagga,Riverina
073151,Temora,Wagga Wagga,Riverina
074000,Temora,Wagga Wagga,Riverina
074005,Narrandera,Griffith - Murrumbidgee (West),Riverina
074033,Wagga Wagga Region,Wagga Wagga,Riverina
074037,Leeton,Griffith - Murrumbidgee (West),Riverina
074042,Tocumwal - Finley - Jerilderie,Upper Murray exc. Albury,Murray
074050,Narrandera,Griffith - Murrumbidgee (West),Riverina
074053,Albury Region,Albury,Murray
074064,Wagga Wagga Region,Wagga Wagga,Riverina
074081,Corowa Region,Upper Murray exc. Albury,Murray
074087,Tocumwal - Finley - Jerilderie,Upper Murray exc. Albury,Murray
074100,Corowa Region,Upper Murray exc. Albury,Murray
074104,Wagga Wagga Region,Wagga Wagga,Riverina
074106,Tocumwal - Finley - Jerilderie,Upper Murray exc. Albury,Murray
074110,Corowa Region,Upper Murray exc. Albury,Murray
074118,Griffith Region,Griffith - Murrumbidgee (West),Riverina
074127,Wagga Wagga Region,Wagga Wagga,Riverina
074128,Deniliquin Region,Upper Murray exc. Albury,Murray
074128,Deniliquin Region,Upper Murray exc. Albury,Murray
074129,Deniliquin Region,Upper Murray exc. Albury,Murray
074129,Deniliquin Region,Upper Murray exc. Albury,Murray
074148,Narrandera,Griffith - Murrumbidgee (West),Riverina
074162,Narrandera,Griffith - Murrumbidgee (West),Riverina
074179,Wagga Wagga Region,Wagga Wagga,Riverina
074188,Albury Region,Albury,Murray
074202,Wagga Wagga Region,Wagga Wagga,Riverina
074205,Wagga Wagga Region,Wagga Wagga,Riverina
074208,Deniliquin Region,Upper Murray exc. Albury,Murray
074208,Deniliquin Region,Upper Murray exc. Albury,Murray
074236,Albury Region,Albury,Murray
074249,Griffith Region,Griffith - Murrumbidgee (West),Riverina
074254,Leeton,Griffith - Murrumbidgee (West),Riverina
074258,Deniliquin Region,Upper Murray exc. Albury,Murray
074258,Deniliquin Region,Upper Murray exc. Albury,Murray
074262,Deniliquin Region,Upper Murray exc. Albury,Murray
074262,Deniliquin Region,Upper Murray exc. Albury,Murray
074264,Wagga Wagga Region,Wagga Wagga,Riverina
074268,West Wyalong,Lachlan Valley,Central West
074269,Wagga Wagga Region,Wagga Wagga,Riverina
074270,Deniliquin Region,Upper Murray exc. Albury,Murray
074270,Deniliquin Region,Upper Murray exc. Albury,Murray
075012,Deniliquin Region,Upper Murray exc. Albury,Murray
075012,Deniliquin Region,Upper Murray exc. Albury,Murray
075017,Condobolin,Lachlan Valley,Central West
075039,Condobolin,Lachlan Valley,Central West
075041,Griffith Region,Griffith - Murrumbidgee (West),Riverina
075046,Deniliquin Region,Upper Murray exc. Albury,Murray
075046,Deniliquin Region,Upper Murray exc. Albury,Murray
075054,Deniliquin Region,Upper Murray exc. Albury,Murray
075054,Deniliquin Region,Upper Murray exc. Albury,Murray
075056,Deniliquin Region,Upper Murray exc. Albury,Murray
075056,Deniliquin Region,Upper Murray exc. Albury,Murray
075062,Deniliquin Region,Upper Murray exc. Albury,Murray
075062,Deniliquin Region,Upper Murray exc. Albury,Murray
075071,Deniliquin Region,Upper Murray exc. Albury,Murray
075071,Deniliquin Region,Upper Murray exc. Albury,Murray
075072,West Wyalong,Lachlan Valley,Central West
075079,Griffith Region,Griffith - Murrumbidgee (West),Riverina
075086,Deniliquin Region,Upper Murray exc. Albury,Murray
075086,Deniliquin Region,Upper Murray exc. Albury,Murray
075093,Deniliquin Region,Upper Murray exc. Albury,Murray
075093,Deniliquin Region,Upper Murray exc. Albury,Murray
075173,Hay,Lower Murray,Murray
076000,Swan Hill Region,Murray River - Swan Hill,North West
076012,Swan Hill Region,Murray River - Swan Hill,North West
076015,Mildura Region,Mildura,North West
076015,Mildura Region,Mildura,North West
076017,Swan Hill Region,Murray River - Swan Hill,North West
076018,Swan Hill Region,Murray River - Swan Hill,North West
076031,Mildura Region,Mildura,North West
076031,Mildura Region,Mildura,North West
076038,Mildura Region,Mildura,North West
076038,Mildura Region,Mildura,North West
076043,Mildura Region,Mildura,North West
076043,Mildura Region,Mildura,North West
076044,Swan Hill Region,Murray River - Swan Hill,North West
076046,Swan Hill Region,Murray River - Swan Hill,North West
076047,Mildura Region,Mildura,North West
076047,Mildura Region,Mildura,North West
076050,Swan Hill Region,Murray River - Swan Hill,North West
076051,Mildura Region,Mildura,North West
076051,Mildura Region,Mildura,North West
076052,Mildura Region,Mildura,North West
076052,Mildura Region,Mildura,North West
076064,Mildura Region,Mildura,North West
076064,Mildura Region,Mildura,North West
076067,Mildura Region,Mildura,North West
076067,Mildura Region,Mildura,North West
076103,Mildura Region,Mildura,North West
076103,Mildura Region,Mildura,North West
076105,Swan Hill Region,Murray River - Swan Hill,North West
076106,Mildura Region,Mildura,North West
076106,Mildura Region,Mildura,North West
076107,Mildura Region,Mildura,North West
076107,Mildura Region,Mildura,North West
076108,Mildura Region,Mildura,North West
076108,Mildura Region,Mildura,North West
077004,Yarriambiack,Grampians,North West
077005,Buloke,Murray River - Swan Hill,North West
077008,Buloke,Murray River - Swan Hill,North West
077010,Yarriambiack,Grampians,North West
077014,Buloke,Murray River - Swan Hill,North West
077015,Yarriambiack,Grampians,North West
077023,Gannawarra,Murray River - Swan Hill,North West
077025,Swan Hill Region,Murray River - Swan Hill,North West
077026,Yarriambiack,Grampians,North West
077034,Gannawarra,Murray River - Swan Hill,North West
077039,Buloke,Murray River - Swan Hill,North West
077040,Buloke,Murray River - Swan Hill,North West
077048,Swan Hill Region,Murray River - Swan Hill,North West
077052,Yarriambiack,Grampians,North West
077079,Buloke,Murray River - Swan Hill,North West
077082,Yarriambiack,Grampians,North West
077088,Buloke,Murray River - Swan Hill,North West
077094,Swan Hill Region,Murray River - Swan Hill,North West
077095,Yarriambiack,Grampians,North West
078001,Nhill Region,Grampians,North West
078001,Nhill Region,Grampians,North West
078010,Nhill Region,Grampians,North West
078010,Nhill Region,Grampians,North West
078013,Nhill Region,Grampians,North West
078013,Nhill Region,Grampians,North West
078015,Nhill Region,Grampians,North West
078015,Nhill Region,Grampians,North West
078018,Yarriambiack,Grampians,North West
078029,Yarriambiack,Grampians,North West
078038,Yarriambiack,Grampians,North West
078040,Nhill Region,Grampians,North West
078040,Nhill Region,Grampians,North West
078042,Buloke,Murray River - Swan Hill,North West
078072,Buloke,Murray River - Swan Hill,North West
078077,Yarriambiack,Grampians,North West
078078,Nhill Region,Grampians,North West
078078,Nhill Region,Grampians,North West
078080,Nhill Region,Grampians,North West
078080,Nhill Region,Grampians,North West
079002,Avoca,Maryborough - Pyrenees,Ballarat
079008,Horsham Region,Grampians,North West
079010,Horsham Region,Grampians,North West
079011,West Wimmera,Grampians,North West
079016,St Arnaud,Grampians,North West
079017,West Wimmera,Grampians,North West
079019,Stawell,Grampians,North West
079028,Horsham Region,Grampians,North West
079031,Avoca,Maryborough - Pyrenees,Ballarat
079032,Stawell,Grampians,North West
079036,Horsham Region,Grampians,North West
079037,St Arnaud,Grampians,North West
079039,St Arnaud,Grampians,North West
079040,St Arnaud,Grampians,North West
079050,Ararat Region,Grampians,North West
079071,West Wimmera,Grampians,North West
079075,Yarriambiack,Grampians,North West
079078,Horsham Region,Grampians,North West
079082,Horsham Region,Grampians,North West
079083,West Wimmera,Grampians,North West
079097,Horsham Region,Grampians,North West
079099,West Wimmera,Grampians,North West
079100,Horsham Region,Grampians,North West
079101,Avoca,Maryborough - Pyrenees,Ballarat
079105,Stawell,Grampians,North West
079107,West Wimmera,Grampians,North West
080002,Loddon,Loddon - Elmore,Bendigo
080004,Loddon,Loddon - Elmore,Bendigo
080009,Buloke,Murray River - Swan Hill,North West
080014,Loddon,Loddon - Elmore,Bendigo
080015,Echuca,Campaspe,Shepparton
080017,Loddon,Loddon - Elmore,Bendigo
080020,Lockington - Gunbower,Campaspe,Shepparton
080023,Kerang,Murray River - Swan Hill,North West
080027,Loddon,Loddon - Elmore,Bendigo
080036,Loddon,Loddon - Elmore,Bendigo
080049,Rochester,Campaspe,Shepparton
080065,Numurkah,Moira,Shepparton
080067,Buloke,Murray River - Swan Hill,North West
080091,Kyabram,Campaspe,Shepparton
080095,Lockington - Gunbower,Campaspe,Shepparton
080103,Loddon,Loddon - Elmore,Bendigo
080125,Numurkah,Moira,Shepparton
080126,Kerang,Murray River - Swan Hill,North West
080128,Buloke,Murray River - Swan Hill,North West
081000,Avoca,Maryborough - Pyrenees,Ballarat
081002,Maryborough Region,Maryborough - Pyrenees,Ballarat
081006,Loddon,Loddon - Elmore,Bendigo
081007,Shepparton Region - West,Shepparton,Shepparton
081008,Rushworth,Campaspe,Shepparton
081013,Shepparton Region - West,Shepparton,Shepparton
081016,Bendigo Region - North,Loddon - Elmore,Bendigo
081019,Nagambie,Upper Goulburn Valley,Hume
081020,Loddon,Loddon - Elmore,Bendigo
081033,Euroa,Upper Goulburn Valley,Hume
081034,Shepparton Region - West,Shepparton,Shepparton
081035,Shepparton Region - West,Shepparton,Shepparton
081038,Avoca,Maryborough - Pyrenees,Ballarat
081041,Bendigo Region - North,Loddon - Elmore,Bendigo
081046,Rushworth,Campaspe,Shepparton
081047,Loddon,Loddon - Elmore,Bendigo
081049,Shepparton Region - West,Shepparton,Shepparton
081053,Rushworth,Campaspe,Shepparton
081085,Maryborough Region,Maryborough - Pyrenees,Ballarat
081087,Benalla Region,Wangaratta - Benalla,Hume
081090,Maryborough Region,Maryborough - Pyrenees,Ballarat
081095,Shepparton Region - West,Shepparton,Shepparton
081115,Rushworth,Campaspe,Shepparton
081120,Rushworth,Campaspe,Shepparton
081124,Yarrawonga,Moira,Shepparton
081125,Shepparton Region - West,Shepparton,Shepparton
081127,Maryborough Region,Maryborough - Pyrenees,Ballarat
081128,Loddon,Loddon - Elmore,Bendigo
082009,Wangaratta Region,Wangaratta - Benalla,Hume
082015,Wangaratta Region,Wangaratta - Benalla,Hume
082016,Euroa,Upper Goulburn Valley,Hume
082029,Wangaratta Region,Wangaratta - Benalla,Hume
082033,Wangaratta Region,Wangaratta - Benalla,Hume
082042,Euroa,Upper Goulburn Valley,Hume
082049,Euroa,Upper Goulburn Valley,Hume
082084,Euroa,Upper Goulburn Valley,Hume
082096,Euroa,Upper Goulburn Valley,Hume
082105,Wangaratta Region,Wangaratta - Benalla,Hume
082109,Benalla Region,Wangaratta - Benalla,Hume
082110,Benalla Region,Wangaratta - Benalla,Hume
082116,Wangaratta Region,Wangaratta - Benalla,Hume
082128,Wangaratta Region,Wangaratta - Benalla,Hume
082138,Wangaratta Region,Wangaratta - Benalla,Hume
082140,Benalla Region,Wangaratta - Benalla,Hume
082143,Euroa,Upper Goulburn Valley,Hume
082144,Euroa,Upper Goulburn Valley,Hume
082145,Euroa,Upper Goulburn Valley,Hume
082146,Euroa,Upper Goulburn Valley,Hume
082147,Euroa,Upper Goulburn Valley,Hume
082149,Euroa,Upper Goulburn Valley,Hume
082151,Euroa,Upper Goulburn Valley,Hume
082153,Euroa,Upper Goulburn Valley,Hume
082154,Euroa,Upper Goulburn Valley,Hume
082155,Benalla Region,Wangaratta - Benalla,Hume
082156,Wangaratta Region,Wangaratta - Benalla,Hume
082158,Wangaratta Region,Wangaratta - Benalla,Hume
082163,Wangaratta Region,Wangaratta - Benalla,Hume
082166,Wangaratta Region,Wangaratta - Benalla,Hume
082167,Wangaratta Region,Wangaratta - Benalla,Hume
082170,Benalla Region,Wangaratta - Benalla,Hume
083083,Wangaratta Region,Wangaratta - Benalla,Hume
084100,Bairnsdale,,
085279,Bairnsdale,,
087006,Bacchus Marsh Region,Creswick - Daylesford - Ballan,Ballarat
087007,Gordon (Vic.),Creswick - Daylesford - Ballan,Ballarat
087021,Golden Plains - South,Barwon - West,Geelong
087042,Golden Plains - South,Barwon - West,Geelong
087043,Golden Plains - South,Barwon - West,Geelong
087068,Gordon (Vic.),Creswick - Daylesford - Ballan,Ballarat
087095,Bacchus Marsh Region,Creswick - Daylesford - Ballan,Ballarat
087124,Winchelsea,Barwon - West,Geelong
087162,Winchelsea,Barwon - West,Geelong
087168,Golden Plains - South,Barwon - West,Geelong
088002,Nagambie,Upper Goulburn Valley,Hume
088009,Castlemaine Region,Heathcote - Castlemaine - Kyneton,Bendigo
088015,Creswick - Clunes,Creswick - Daylesford - Ballan,Ballarat
088019,Creswick - Clunes,Creswick - Daylesford - Ballan,Ballarat
088032,Castlemaine Region,Heathcote - Castlemaine - Kyneton,Bendigo
088048,Castlemaine Region,Heathcote - Castlemaine - Kyneton,Bendigo
088051,Castlemaine Region,Heathcote - Castlemaine - Kyneton,Bendigo
088109,Nagambie,Upper Goulburn Valley,Hume
088137,Avoca,Maryborough - Pyrenees,Ballarat
089003,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
089005,Beaufort,Maryborough - Pyrenees,Ballarat
089009,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
089010,Colac Region,Colac - Corangamite,Warrnambool and South West
089011,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
089016,Ararat Region,Grampians,North West
089018,Corangamite - North,Colac - Corangamite,Warrnambool and South West
089025,Corangamite - North,Colac - Corangamite,Warrnambool and South West
089033,Ararat Region,Grampians,North West
089034,Ararat Region,Grampians,North West
089043,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
089068,Golden Plains - South,Barwon - West,Geelong
089074,Corangamite - North,Colac - Corangamite,Warrnambool and South West
089082,Beaufort,Maryborough - Pyrenees,Ballarat
089084,Golden Plains - South,Barwon - West,Geelong
089085,Ararat Region,Grampians,North West
089103,Corangamite - North,Colac - Corangamite,Warrnambool and South West
089104,Golden Plains - South,Barwon - West,Geelong
089106,Creswick - Clunes,Creswick - Daylesford - Ballan,Ballarat
089107,Beaufort,Maryborough - Pyrenees,Ballarat
089109,Ararat Region,Grampians,North West
089112,Ararat Region,Grampians,North West
090005,Colac Region,Colac - Corangamite,Warrnambool and South West
090008,Colac Region,Colac - Corangamite,Warrnambool and South West
090010,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
090022,Colac Region,Colac - Corangamite,Warrnambool and South West
090024,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
090035,Colac Region,Colac - Corangamite,Warrnambool and South West
090045,Moyne - West,Warrnambool,Warrnambool and South West
090055,Moyne - West,Warrnambool,Warrnambool and South West
090057,Glenelg (Vic.),Glenelg - Southern Grampians,Warrnambool and South West
090062,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
090063,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
090077,Corangamite - North,Colac - Corangamite,Warrnambool and South West
090147,Colac Region,Colac - Corangamite,Warrnambool and South West
090173,Southern Grampians,Glenelg - Southern Grampians,Warrnambool and South West
090176,Moyne - East,Warrnambool,Warrnambool and South West
109511,Plantagenet,Albany,Western Australia - Wheat Belt
109512,Plantagenet,Albany,Western Australia - Wheat Belt
109515,Plantagenet,Albany,Western Australia - Wheat Belt
109516,Murray,Wheat Belt - South,Western Australia - Wheat Belt
140000,Crows Nest - Rosalie,Darling Downs - East,Darling Downs - Maranoa
200001,Broadsound - Nebo,Bowen Basin - North,Mackay - Isaac - Whitsunday
